sentence,inference,label
"Es un guerrero pero también un niño. Sólo que el ciclo heroico no se cierra: héroe caído, aún espera su resurrección.","Cuauhtémoc como guerrero y niño anticipa un ciclo heroico que aún no se ha cerrado, un arquetipo que se va desarrollando.",1
"No es sorprendente que, para la mayoría de los mexicanos, Cuauhtémoc sea el ""joven abuelo"", el origen de México: la tumba del héroe es la cuna del pueblo. Tal es la dialéctica de los mitos y Cuauhtémoc, antes que una figura histórica, es un mito.","Cuauhtémoc, más que una figura histórica, es un mito, lo que amplía su interpretación cultural en México.",1
"Y aquí interviene otro elemento decisivo, analogía que hace de esta historia un verdadero poema en busca de un desenlace: se ignora el lugar de la tumba de Cuauhtémoc.","La búsqueda de la tumba de Cuauhtémoc continuará envuelta en misterio, alimentando leyendas y especulaciones sobre su verdadero paradero, convirtiéndose en un símbolo de la historia no resuelta de México.",2
"El misterio del paradero de sus restos es una de nuestras obsesiones. Encontrarlo significa nada menos que volver a nuestro origen, reanudar nuestra filiación, romper la soledad. Resucitar.",El misterio sobre la tumba de Cuauhtémoc implica un deseo colectivo de regresar a los orígenes de la identidad mexicana.,1
"Si se interroga a la tercera figura de la tríada, la Madre, escucharemos una respuesta doble.",Es como cuando una historia tiene múltiples interpretaciones dependiendo de quién la cuente.,0
No es un secreto para nadie que el catolicismo mexicano se concentra en el culto a la Virgen de Guadalupe.,No es un secreto que el catolicismo en México gira en torno al culto a la Virgen de Guadalupe.,3
"En primer término: se trata de una Virgen india; enseguida: el lugar de su aparición (ante el indio Juan Diego) es una colina que fue antes santuario dedicado a Tonantzin, ""nuestra madre"", diosa de la fertilidad entre los aztecas.",Me suena similar a cómo en varias partes del mundo se adaptan símbolos religiosos antiguos a nuevas creencias.,0
"Como es sabido, la Conquista coincide con el apogeo del culto a dos divinidades masculinas: Quetzalcóatl, el dios del autosacrificio (crea el mundo, según el mito, arrojándose a la hoguera, en Teotihuacán) y Huitzilopochtli, el joven dios guerrero que sacrifica.",Es parecido a la dualidad entre dioses de la guerra y dioses de la paz en otras culturas.,0
La derrota de estos dioses —pues eso fue la Conquista para el mundo indio: el fin de un ciclo cósmico y la instauración de un nuevo reinado divino— produjo entre los fieles una suerte de regreso hacia las antiguas divinidades femeninas.,"La derrota de los dioses masculinos en la Conquista produce un regreso a las divinidades femeninas, profundizando en la transformación cultural.",1
"Este fenómeno de vuelta a la entraña materna, bien conocido de los psicólogos, es sin duda una de las causas determinantes de la rápida popularidad del culto a la Virgen.","El culto a la Virgen seguirá creciendo y arraigándose en la identidad colectiva, reforzando su papel como un refugio espiritual y una expresión del anhelo de protección y pertenencia en tiempos de incertidumbre.",2
"Ahora bien, las deidades indias eran diosas de fecundidad, ligadas a los ritmos cósmicos, los procesos de vegetación y los ritos agrarios.","La Virgen Guadalupe, al asumir el rol de protectora, cambia la idea de la divinidad femenina de fertilidad hacia la de refugio emocional.",1
La Virgen católica es también una Madre (Guadalupe-Tonantzin la llaman aún algunos peregrinos indios) pero su atributo principal no es velar por la fertilidad de la tierra sino ser el refugio de los desamparados. La situación ha cambiado: no se trata ya de asegurar las cosechas sino de encontrar un regazo.,"La Virgen católica también es una madre (Guadalupe-Tonantzin, como aún la llaman algunos peregrinos indígenas), pero su función principal no es garantizar la fertilidad de la tierra, sino ser el refugio de los desamparados. La situación ha cambiado: ahora no se busca asegurar la producción agrícola, sino hallar protección.",3
"La Virgen es el consuelo de los pobres, el escudo de los débiles, el amparo de los oprimidos. En suma, es la Madre de los huérfanos.","La Virgen representa el alivio de los pobres, el escudo de los indefensos, el refugio de los oprimidos. En otras palabras, es la madre de los huérfanos.",3
"Todos los hombres nacimos desheredados y nuestra condición verdadera es la orfandad, pero esto es particularmente cierto para los indios y los pobres de México.",Las figuras maternas seguirán siendo claves para el consuelo y la esperanza.,2
"El culto a la Virgen no sólo refleja la condición general de los hombres sino una situación histórica concreta, tanto en lo espiritual como en lo material.",El culto a la Virgen continuará siendo un refugio frente a la pobreza.,2
"Y hay más: Madre universal, la Virgen es también la intermediaria, la mensajera entre el hombre desheredado y el poder desconocido, sin rostro: el Extraño. Por contraposición a Guadalupe, que es la Madre virgen, la Chingada es la Madre violada.",¡Qué fuerte! Es como la oposición entre lo sagrado y lo profanado en muchas mitologías.,0
"Ni en ella ni en la Virgen se encuentran rastros de los atributos negros de la Gran Diosa: lascivia de Amaterasu y Afrodita, crueldad de Artemisa y Astarté, magia funesta de Circe, amor por la sangre de Kali. Se trata de figuras pasivas.","Ni en ella ni en la Virgen se encuentran los rasgos oscuros de la Gran Diosa: la sensualidad de Amaterasu y Afrodita, la ferocidad de Artemisa y Astarté, la magia siniestra de Circe, o el gusto por la sangre de Kali. Son figuras pasivas.",3
"Guadalupe es la receptividad pura y los beneficios que produce son del mismo orden: consuela, serena, aquieta, enjuga las lágrimas, calma las pasiones. La Chingada es aún más pasiva.","La Virgen Guadalupe y la Chingada se perfilan como figuras clave en la interpretación futura de la cultura mexicana, especialmente en la pasividad frente al sufrimiento.",2
"Su pasividad es abyecta: no ofrece resistencia a la violencia, es un montón inerte de sangre, huesos y polvo.","Su pasividad es total: no ofrece resistencia a la agresión, es un cuerpo inerte hecho de sangre, huesos y polvo.",3
"Su mancha es constitucional y reside, según se ha dicho más arriba, en su sexo. Esta pasividad abierta al exterior la lleva a perder su identidad: es la Chingada.","La Chingada, como símbolo de la pasividad y la pérdida de identidad, puede relacionarse con la imagen de la mujer en sociedades patriarcales, donde se espera sumisión y sacrificio.",0
"Pierde su nombre, no es nadie ya, se confunde con la nada, es la Nada. Y sin embargo, es la atroz encarnación de la condición femenina.","La Chingada pierde su nombre y se convierte en la Nada, una ampliación que profundiza en la representación de la mujer como vacía y sin identidad.",1
"Si la Chingada es una representación de la Madre violada, no me parece forzado asociarla a la Conquista, que fue también una violación, no solamente en el sentido histórico, sino en la carne misma de las indias.",La violación de la Malinche se puede asociar con la opresión histórica de los pueblos indígenas tras la Conquista.,0
"El símbolo de la entrega es doña Malinche, la amante de Cortés. Es verdad que ella se da voluntariamente al Conquistador, pero éste, apenas deja de serle útil, la olvida.","La figura de la Malinche, como símbolo de la entrega y traición, anticipa un futuro en el que las tensiones culturales continúan siendo parte del debate mexicano.",2
"Doña Marina se ha convertido en una figura que representa a las indias, fascinadas, violadas o seducidas por los españoles.","La figura de la Malinche, convertida en símbolo de la mujer indígena traicionada, desarrolla una narración sobre su rol como víctima y colaboradora.",1
"Y del mismo modo que el niño no perdona a su madre que lo abandone para ir en busca de su padre, el pueblo mexicano no perdona su traición a la Malinche. Ella encarna lo abierto, lo chingado, frente a nuestros indios, estoicos, impasibles y cerrados. Cuauhtémoc y doña Marina son así dos símbolos antagónicos y complementarios.",El contraste entre Cuauhtémoc y la Malinche recuerda la dicotomía entre resistencia y sometimiento en la historia de los pueblos colonizados.,0
"Y si no es sorprendente el culto que todos 35 profesamos al joven emperador —""único héroe a la altura del arte"", imagen del hijo sacrificado— tampoco es extraña la maldición que pesa contra la Malinche. De ahí el éxito del adjetivo despectivo ""malinchista"", recientemente puesto en circulación por los periódicos para denunciar a todos los contagiados por tendencias extranjerizantes.","La admiración por Cuauhtémoc y la repulsión hacia la Malinche reflejan una tensión simbólica en la historia de México, entre lo heróico y lo traidor.",1
"Los malinchistas son los partidarios de que México se abra al exterior: los verdaderos hijos de la Malinche, que es la Chingada en persona. De nuevo aparece lo cerrado por oposición a lo abierto.",La oposición entre lo abierto y lo cerrado en la Malinche y los malinchistas se asemeja a la lucha entre tradición y modernidad en muchas culturas.,0
"Nuestro grito es una expresión de la voluntad mexicana de vivir cerrados al exterior, sí, pero sobre todo, cerrados 
frente al pasado. En ese grito condenamos nuestro origen y renegamos de nuestro hibridismo.","El rechazo al pasado, particularmente a lo híbrido, augura que la cultura mexicana seguirá luchando con su identidad fragmentada.",2
"La extraña permanencia de Cortés y de la Malinche en la imaginación y en la sensibilidad de los mexicanos actuales revela que son algo más que figuras históricas: son símbolos de un conflicto secreto, que aún no hemos resuelto.",El conflicto no resuelto sobre Cortés y la Malinche puede compararse con el debate sobre identidad nacional en países poscoloniales.,0
